"Campaign","Payout Type","Publisher","Experiment IntelliBid","Impressions","Conversions","Conversions one day","Booked Revenue (INR)","Cost (INR)","ePPC (INR)","ePPA (INR)"
"Purplle","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.02015538","NaN","NaN"
"Zivame","CPC","rtbFB-XNF","A23","19.0","0.0","0.0","0.0","4.091201519999999","NaN","NaN"
"","","rtbFBX","A23","305.0","0.0","0.0","48.0","8.0856153","8.0","Infinity"
"inkfruit_","CPC","rtb-google-auto","A23","39340.0","0.0","0.0","0.0","2507.939344248","NaN","NaN"
"","","OpenX_CCI","A23","72.0","0.0","0.0","0.0","1.4831505","NaN","NaN"
"","","RTB_Ad-china","A23","60.0","0.0","0.0","0.0","0.6941185","NaN","NaN"
"","","rtb-rubicon","A23","7663.0","0.0","0.0","0.0","445.64674632000003","NaN","NaN"
"","","rtbadfunnel","A23","31.0","0.0","0.0","0.0","0.5091391200000001","NaN","NaN"
"","","rtbappnexus","A23","26392.0","0.0","0.0","0.0","1504.890437377","NaN","NaN"
"","","rtbbaidu","A23","2483.0","0.0","0.0","0.0","28.99240659","NaN","NaN"
"","","rtbpubmatc","A23","21573.0","0.0","0.0","0.0","1140.0941772","NaN","NaN"
"","","rtbtanx","A23","2540.0","0.0","0.0","0.0","30.931558019999997","NaN","NaN"
"prettysecrets","CPC","rtb-rubicon","A23","2947.0","0.0","0.0","196.0","190.88968667999998","7.0","Infinity"
"","","rtbappnexus","A23","9907.0","1.0","1.0","588.0","602.4273473750001","7.0","588.0"
"","","rtbpubmatc","A23","3684.0","0.0","0.0","161.0","232.72160175","7.0","Infinity"
"Dospara-japan","CPC","rtbFB-XNF","A23","2.0","0.0","0.0","0.0","0.511165305","NaN","NaN"
"","","rtbFBX","A23","2.0","0.0","0.0","0.0","0.114213855","NaN","NaN"
"JP_ABC-Mart_Mobile","CPC","Adstir","A23","71065.0","17.0","1.0","4244.372748603","1685.068365008","13.3332477259542","308.2333150764706"
"","","OpenX_CCI","A23","35811.0","8.0","4.0","2602.4339285730002","1690.750819","13.331458063485476","401.61017416249996"
"","","rtbfluct","A23","27337.0","25.0","5.0","2376.069695694","2125.2622214","13.333724442727274","117.336775096"
"JP_Bizreach_Direct","CPA","rtbFBX","A23","99.0","0.0","0.0","0.0","2.7795460349999996","NaN","NaN"
"JP_Crosscollection","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.089355525","NaN","NaN"
"","","rtbFBX","A23","6.0","0.0","0.0","0.0","0.212303385","NaN","NaN"
"JP_DHC_MW","CPC","Adstir","A23","88318.0","28.0","1.0","5030.963223561","3873.5553027240003","32.01580261907216","221.82377528928572"
"","","rtbappnexus","A23","5032.0","4.0","1.0","492.769736919","377.340404238","32.018826310526315","152.089424975"
"","","rtbfluct","A23","27998.0","24.0","3.0","3007.499018634","2733.5648321999997","32.00829096034483","154.70673964166667"
"","","rtbgeniee","A23","32437.0","9.0","4.0","2955.3645511530003","1221.878240125","32.00524746754386","405.39980125555553"
"","","rtbyieldone","A23","12959.0","8.0","1.0","855.579456864","647.4934169620001","32.00821013333334","132.03386680000003"
"JP_FromA","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.14108766","NaN","NaN"
"","","rtbFBX","A23","4.0","0.0","0.0","0.0","0.003359265","NaN","NaN"
"JP_HOMES_apartment","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.144446925","NaN","NaN"
"JP_Jalan_New","CPC","rtbFBX","A23","21.0","0.0","0.0","0.0","0.797409375","NaN","NaN"
"JP_Jalan_Old","CPC","rtbFB-XNF","A23","3974.0","27.0","5.0","3135.2373185400006","1569.732010245","27.12143009117647","136.61164786666666"
"","","rtbFBX","A23","68448.0","26.0","2.0","3348.8344800950003","2482.99890342","23.451221849404764","151.53097195"
"","","rtb-google-auto","A23","227334.0","94.0","20.0","12442.789961335","8151.140191064","24.1162708815486","155.72953643723403"
"","","OpenX_CCI","A23","205489.0","43.0","12.0","9236.72114362","19840.89954","23.120703738723403","252.714668772093"
"","","rtbadfunnel","A23","150957.0","51.0","20.0","10261.000873135","4438.57544235","21.90883073157895","236.70128888431375"
"","","rtbappnexus","A23","107317.0","51.0","19.0","8422.3018842","6680.086150402","24.648234955223877","194.2860872941176"
"JP_Jalan_Old_mobile","CPC","rtb-google-auto","A23","401840.0","25.0","1.0","2032.111502568","7084.19005112","12.119708371014493","100.351185312"
"","","Adstir","A23","138991.0","43.0","3.0","1983.6934979850002","3027.5961234800006","14.664696517964071","56.953588802325584"
"","","rtbappnexus","A23","4.0","0.0","0.0","0.0","0.116671088","NaN","NaN"
"JP_Lacoste","CPC","rtbFBX","A23","19.0","0.0","0.0","0.0","0.29617539","NaN","NaN"
"JP_LiveMax","CPC","rtbFBX","A23","30.0","0.0","0.0","0.0","1.336590465","NaN","NaN"
"JP_MenzStyle","CPC","rtbFBX","A23","5.0","0.0","0.0","0.0","0.316308615","NaN","NaN"
"JP_Mizunoshop","CPC","rtbFBX","A23","7.0","0.0","0.0","0.0","0.070154385","NaN","NaN"
"JP_MonotaRO","CPC","rtbFBX","A23","3.0","0.0","0.0","0.0","0.0","NaN","NaN"
"JP_MouseComputer","CPC","rtbFBX","A23","27.0","0.0","0.0","0.0","0.91236684","NaN","NaN"
"JP_Mynavi_Job_Mobile","CPC","rtb-google-auto","A23","1.0","29.0","0.0","0.0","0.056576","NaN","0.0"
"","","Adstir","A23","0.0","10.0","0.0","0.0","0.0","NaN","0.0"
"JP_Renta_Papy_Mobile","CPC","Adstir","A23","590.0","3494.0","0.0","0.0","13.160274392","NaN","0.0"
"JP_Salus","CPC","rtbFBX","A23","2.0","0.0","0.0","0.0","0.15281574","NaN","NaN"
"JP_StImage","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.4400592","NaN","NaN"
"JP_Townwork","CPC","rtb-google-auto","A23","16480.0","32.0","11.0","2208.3504977000002","880.625740488","27.26358639135803","69.01095305312501"
"","","rtbadfunnel","A23","23478.0","19.0","4.0","2701.6352742","648.878743065","23.090899779487177","142.19133022105262"
"","","rtbappnexus","A23","7735.0","11.0","0.0","1261.8146575","386.756900611","25.23629315","114.71042340909092"
"JP_Townwork_Mobile","CPC","rtb-google-auto","A23","303352.0","290.0","51.0","37953.005465916","22065.218236464003","27.54589200681952","161.5709044951724"
"","","Adstir","A23","68001.0","71.0","17.0","8683.808744646","3469.2422763199997","24.588879671100916","150.99650051549295"
"JP_TravelJP","CPC","rtbFB-XNF","A23","6.0","0.0","0.0","0.0","1.070583675","NaN","NaN"
"","","rtbFBX","A23","38.0","0.0","0.0","15.880041445","0.57280272","18.6824017","Infinity"
"JP_WEGO","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.05240403","NaN","NaN"
"JP_Zutto","CPC","rtbFBX","A23","3.0","0.0","0.0","0.0","0.03493602","NaN","NaN"
"JP_benesse","CPC","rtbFB-XNF","A23","4.0","0.0","0.0","0.0","2.60520813","NaN","NaN"
"","","rtbFBX","A23","9.0","0.0","0.0","0.0","0.316975785","NaN","NaN"
"JP_etour","CPC","rtbFBX","A23","35.0","0.0","0.0","0.0","0.6393171750000001","NaN","NaN"
"JP_sheltter","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.1283226","NaN","NaN"
"","","rtbFBX","A23","42.0","0.0","0.0","0.0","2.185515465","NaN","NaN"
"Kokuken-Travel-Japan","CPA","rtbFBX","A23","15.0","0.0","0.0","0.0","0.16258693500000002","NaN","NaN"
"KR_2001outlet","CPC","rtbFBX","A23","6.0","0.0","0.0","0.0","0.286878375","NaN","NaN"
"KR_Aboki","CPC","rtbFB-XNF","A23","5.0","0.0","0.0","0.0","1.103171265","NaN","NaN"
"","","rtbFBX","A23","29.0","0.0","0.0","0.0","0.645644055","NaN","NaN"
"KR_Gsshop","CPC","rtbFB-XNF","A23","1005.0","3.0","2.0","253.77173430000002","134.14059140999998","4.699476561111111","84.5905781"
"","","rtbFBX","A23","26471.0","61.0","9.0","498.1327843","708.537315465","4.699365889622642","8.166111218032787"
"","","rtb-google-auto","A23","97042.0","185.0","17.0","1618.0499158000002","5726.5485255680005","4.703633476162792","8.746215761081082"
"","","rtbappnexus","A23","49227.0","51.0","2.0","507.86031060000005","702.982085103","4.702410283333334","9.958045305882354"
"KR_Hnsmall","CPC","rtbFB-XNF","A23","18.0","0.0","0.0","0.0","2.9112321","NaN","NaN"
"","","rtbFBX","A23","24.0","0.0","0.0","0.0","2.1207249","NaN","NaN"
"KR_Roompacker","CPC","rtbFBX","A23","2.0","0.0","0.0","9.9828253","0.11354196","9.9828253","Infinity"
"KR_Webtour_Packages_Tours","CPC","rtbappnexus","A23","3.0","0.0","0.0","70.4670028","2.0544E-5","35.2335014","Infinity"
"MW_Adidas_KR","CPC","rtb-google-auto","A23","167710.0","16.0","3.0","3413.1084342399995","3781.938859712","9.991535229039812","266.649096425"
"Cleartrip-UAE-Flight","CPA","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.32718903","NaN","NaN"
"Jumia","CPA","rtbFB-XNF","A23","1248.0","4.0","1.0","511.02016449999996","186.699941715","25.551008224999997","127.75504112499999"
"","","rtbFBX","A23","99785.0","154.0","36.0","19695.4089025","1430.050695465","47.804390540048544","127.89226560064935"
"","","rtb-google-auto","A23","42005.0","16.0","5.0","2041.4929884000003","1306.914854856","6.715437461842106","127.59331177500002"
"","","rtbappnexus","A23","11486.0","6.0","0.0","767.8240812","403.658465247","11.291530605882354","127.9706802"
"MA_Souq_KSA_Ar","CPA","Google_App","A23","3744.0","0.0","0.0","0.0","191.1091006","0.0","NaN"
"","","Mobfox_App","A23","1085.0","0.0","0.0","0.0","15.7248016","0.0","NaN"
"","","Mopub_App","A23","11047.0","0.0","0.0","0.0","631.6722306","0.0","NaN"
"","","Nexage_App","A23","3525.0","0.0","0.0","0.0","185.8024488","0.0","NaN"
"MEA_Musafir_Jan14","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.01007769","NaN","NaN"
"MEA_TAKEALOT_AUG14","CPA","rtbFB-XNF","A23","51.0","0.0","0.0","0.0","19.84046421","0.0","NaN"
"","","rtbFBX","A23","652.0","0.0","0.0","0.0","37.605592814999994","0.0","NaN"
"MEA_Zando_Jun14","CPA","rtbFB-XNF","A23","4.0","0.0","0.0","0.0","0.7081257750000001","NaN","NaN"
"","","rtbFBX","A23","173.0","0.0","0.0","0.0","4.48924245","0.0","NaN"
"MEA_Zando_Olduser","CPA","rtbFB-XNF","A23","20.0","0.0","0.0","0.0","4.109555415","NaN","NaN"
"","","rtbFBX","A23","1213.0","0.0","0.0","0.0","84.04401327","0.0","NaN"
"Nefsak_Arabic","CPA","rtbFB-XNF","A23","2.0","0.0","0.0","0.0","0.458199","NaN","NaN"
"","","rtbFBX","A23","4.0","0.0","0.0","0.0","0.64631595","0.0","NaN"
"Nefsak_English","CPA","rtbFB-XNF","A23","13.0","0.0","0.0","0.0","0.7828035600000001","NaN","NaN"
"","","rtbFBX","A23","26.0","0.0","0.0","0.0","0.076567995","NaN","NaN"
"SA_Spree_11Oct13","CPA","rtbFB-XNF","A23","1797.0","0.0","0.0","0.0","1132.42647945","0.0","NaN"
"","","rtbFBX","A23","48979.0","10.0","6.0","3839.120178","3061.33137471","18.636505718446603","383.9120178"
"","","rtb-google-auto","A23","32191.0","7.0","2.0","2687.3841246","7905.429300599999","12.441593169444445","383.9120178"
"","","rtbappnexus","A23","15864.0","9.0","5.0","3455.2081602","3997.4642261430004","47.33161863287671","383.9120178"
"Souq_Kuwait_English","CPA","rtbFBX","A23","61.0","0.0","0.0","0.0","5.264585445","NaN","NaN"
"Blanja_ID","CPC","rtbFBX","A23","8.0","0.0","0.0","0.0","0.41318529","NaN","NaN"
"Blibli-ID","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.201529965","NaN","NaN"
"Groupbuyer_HK","CPC","rtbFB-XNF","A23","83.0","1.0","0.0","0.0","27.878771129999997","NaN","0.0"
"","","rtbFBX","A23","978.0","0.0","0.0","0.0","50.445427305","NaN","NaN"
"Groupon-HK","CPC","rtbFB-XNF","A23","13.0","0.0","0.0","26.0571651","5.73042393","26.0571651","Infinity"
"","","rtbFBX","A23","64.0","0.0","0.0","0.0","4.150384140000001","NaN","NaN"
"Groupon-MY","CPC","rtbFB-XNF","A23","19.0","0.0","0.0","17.276041","4.890975495","17.276041","Infinity"
"","","rtbFBX","A23","127.0","0.0","0.0","0.0","3.1572937199999997","NaN","NaN"
"Groupon-SG","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.34433595","NaN","NaN"
"","","rtbFBX","A23","2.0","0.0","0.0","0.0","0.079277835","NaN","NaN"
"Hermo-MY","CPC","rtbFB-XNF","A23","6.0","0.0","0.0","0.0","1.92666264","NaN","NaN"
"","","rtbFBX","A23","32.0","0.0","0.0","0.0","0.786206505","NaN","NaN"
"ID_Bukalapak","CPC","rtbFB-XNF","A23","8.0","0.0","0.0","0.0","1.13350881","NaN","NaN"
"","","rtbFBX","A23","11.0","0.0","0.0","0.0","0.01806294","NaN","NaN"
"Lazada-ID","CPA","rtb-google-auto","A23","1026741.0","788.0","315.0","35241.783615","75055.599614632","5.536808109190888","44.7230756535533"
"","","rtbappnexus","A23","191894.0","277.0","74.0","12381.700049000001","16986.045243088003","8.463226280929597","44.69927815523466"
"MW_Lazada_ID","CPA","Mopub_App","A23","0.0","0.0","0.0","0.0","0.0","0.0","NaN"
"TW_Obdesign_SG","CPC","rtbFB-XNF","A23","13.0","0.0","0.0","0.0","12.164959484999999","NaN","NaN"
"","","rtbFBX","A23","2.0","0.0","0.0","0.0","0.149821665","NaN","NaN"
"Zalora-HK","CPA","rtbFB-XNF","A23","3.0","0.0","0.0","0.0","0.7355253150000001","0.0","NaN"
"","","rtbFBX","A23","3.0","0.0","0.0","0.0","0.19819463999999998","NaN","NaN"
"Zalora-MY","CPA","rtbFB-XNF","A23","5.0","0.0","0.0","0.0","1.1575906649999999","NaN","NaN"
"","","rtbFBX","A23","7.0","0.0","0.0","0.0","0.3937017","NaN","NaN"
"Zalora-VN","CPA","rtbFBX","A23","66.0","0.0","0.0","0.0","0.13333046999999998","NaN","NaN"
"TW-Herbuy","CPC","rtbFB-XNF","A23","247.0","0.0","0.0","229.50614729999995","83.77302170999998","17.65431902307692","Infinity"
"TW_1111_Aug13","CPA","rtbFB-XNF","A23","662.0","0.0","0.0","0.0","16.648253055","0.0","NaN"
"","","rtbFBX","A23","14975.0","0.0","0.0","0.0","143.241945735","0.0","NaN"
"TW_AndenHud","CPC","rtbFB-XNF","A23","1.0","0.0","0.0","0.0","0.205584855","NaN","NaN"
"","","rtbFBX","A23","1.0","0.0","0.0","0.0","0.051732135","NaN","NaN"
"TW_BBQueen","CPC","rtbFB-XNF","A23","251.0","0.0","0.0","202.4799889","155.67825546","15.575383761538461","Infinity"
"","","rtbFBX","A23","5999.0","6.0","4.0","965.7207593","554.0636091900001","15.576141279032258","160.95345988333335"
"TW_ETMALL_Jul14","CPA","rtbFB-XNF","A23","2124.0","45.0","10.0","5608.2184146","878.167872225","51.927948283333336","124.62707587999999"
"","","rtbFBX","A23","398083.0","232.0","59.0","28917.1180348","8923.6337883","17.70797185229639","124.64275015000001"
"","","rtbappnexus","A23","36999.0","50.0","19.0","6232.8463440000005","2924.914625328","12.985096550000002","124.65692688000001"
"TW_FDP","CPC","rtbFBX","A23","7093.0","1.0","0.0","405.0363012000001","634.6998617400002","15.57831927692308","405.0363012000001"
"TW_Formall","CPC","rtbFBX","A23","3552.0","0.0","0.0","130.8204422","77.67743109","14.535604688888888","Infinity"
"TW_KODZ","CPC","rtbFB-XNF","A23","497.0","0.0","0.0","351.0314574","241.13609131500002","13.501209900000001","Infinity"
"","","rtbFBX","A23","3052.0","0.0","0.0","161.95346279999998","103.68177057","13.496121899999999","Infinity"
"TW_Lohongka","CPC","rtbFBX","A23","771.0","0.0","0.0","62.289793","67.933681095","31.1448965","Infinity"
"TW_Myfone","CPC","rtbFB-XNF","A23","354.0","1.0","1.0","138.61743191499997","224.47333482","15.574992349999999","155.7499235"
"","","rtbFBX","A23","3568.0","0.0","0.0","180.229832611","328.79803592999997","15.577340761538462","Infinity"
"TW_OBDesign","CPA","rtbFB-XNF","A23","58781.0","353.0","135.0","47664.7910298","46556.398053585","20.094768562310286","135.0277366283286"
"","","rtbFBX","A23","1445607.0","970.0","486.0","130984.47808580002","119288.84198910001","12.138307671744974","135.03554441835053"
"","","rtbappnexus","A23","105949.0","118.0","50.0","15931.817688000001","21746.567987371","15.202116114503818","135.01540413559323"
"TW_Obdesign_HK","CPC","rtbFB-XNF","A23","19.0","0.0","0.0","33.194088","12.70134054","33.194088","Infinity"
"","","rtbFBX","A23","2.0","0.0","0.0","0.0","2.38370979","NaN","NaN"
"TW_Rakuten","CPC","rtbFB-XNF","A23","720.0","7.0","4.0","286.1670461","82.23388845","9.867829175862068","40.88100658571428"
"","","rtbFBX","A23","41641.0","18.0","11.0","3197.0455457000007","1713.7940758049997","9.867424523765434","177.61364142777782"
"TW_UDNShopping","CPC","rtbFB-XNF","A23","211.0","12.0","1.0","264.8206642","93.082455585","15.577686129411765","22.068388683333335"
"","","rtbFBX","A23","5923.0","9.0","0.0","669.8824065","473.063393145","15.57866061627907","74.4313785"
"TW_UMall","CPA","rtbFB-XNF","A23","22997.0","93.0","25.0","13526.2645585","3595.011217245","14.962682033738938","145.44370493010751"
"","","rtbFBX","A23","1130883.0","409.0","164.0","59477.1635532","28959.272536005003","9.560707852949687","145.4209377828851"
"","","rtbappnexus","A23","84253.0","129.0","36.0","18758.3697537","8292.134636088","13.81323251377025","145.41371902093024"
"TW_catworld","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.06852825","NaN","NaN"
"TW_efshop","CPC","rtbFBX","A23","1.0","0.0","0.0","33.2483597","0.129666285","16.62417985","Infinity"
"TW_eyescream","CPC","rtbFBX","A23","6.0","0.0","0.0","0.0","0.900211515","NaN","NaN"
"TW_gracegift","CPC","rtbFB-XNF","A23","283.0","0.0","0.0","99.684022","121.96893229500002","12.46050275","Infinity"
"","","rtbFBX","A23","388.0","0.0","0.0","12.4681349","29.417042024999997","12.4681349","Infinity"
"TW_mayuki","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.03829518","NaN","NaN"
"TW_mobo","CPA","rtbFB-XNF","A23","2106.0","5.0","1.0","2493.6270139999997","1145.4240819000001","26.527946957446805","498.7254027999999"
"","","rtbFBX","A23","81524.0","19.0","14.0","9470.0838314","3583.489020405","31.462072529568104","498.4254648105263"
"","","rtbappnexus","A23","14047.0","5.0","2.0","2491.9987792","776.232354181","23.289708216822433","498.39975584"
"TW_uv100","CPC","rtbFBX","A23","1.0","0.0","0.0","0.0","0.02217096","NaN","NaN"
"tw_autobuy","CPC","rtbFB-XNF","A23","34.0","3.0","3.0","93.4346895","12.434419094999999","15.57244825","31.1448965"
"","","rtbFBX","A23","1608.0","0.0","0.0","62.2643518","49.018130595","15.56608795","Infinity"
